Strain,dnaK_similarity,dnaK_coded,recA_similarity,recA_coded,ITS_similarity,ITS_coded,glnII_similarity,glnII_coded,nifD_similarity,nifD_coded,nodA_similarity,nodA_coded,nodL_similarity,nodL_coded,nodZ_similarity,nodZ_coded,Source,Site,Latitude,Longitude,Host,Rhizobial_lineage,ANI_species
11LoS32_1,11LoS32_1,K29,05LoS22_13,R9,11LoS33_2,I38,09LoS36_4,G20,11LoS32_1,D108,11LoS32_1,A123,19AcD298.3.1,L71,19AcD280.1.1,Z39,Hollowell,Anza Borrego State Park - Palm Canyon,33.2713,-116.4194,A. strigosus,Bradyrhizobium,
19AcNV332.2.1,19AcNV332.2.1,K30,19AcNV332.2.1,R80,19AcNV332.2.1,I63,19AcNV335.2.1,G35,19AcNV336.3.1,D106,19AcNV336.3.1,A122,19AcNV332.2.1,L85,19AcNV336.3.1,Z68,Genomes,San Gorgonio Mountains,33.58357161,-116.4548346,A. niveus,Bradyrhizobium,3
19AcNV334.3.1,19AcNV332.2.1,K30,19AcNV334.3.1,R81,19AcNV334.2.1,I61,19AcNV334.3.1,G37,19AcNV336.3.1,D106,19AcNV334.3.1,A124,19AcNV334.3.1,L88,19AcNV336.3.1,Z68,Genomes,San Gorgonio Mountains,33.58357161,-116.4548346,A. niveus,Bradyrhizobium,3
19AcGLB233.1.1,19AcGLB233.1.1,K31,19AcGLB233.1.1,R82,19AcGLB233.1.1,I64,19AcGLB233.1.1,G38,19AcGLB233.1.1,D109,19AcGLB233.1.1,A125,19AcGLB233.1.1,L89,19AcGLB233.1.1,Z70,Genomes,Sedgwick,34.71075,-120.03988,A. glaber,Bradyrhizobium,77
13LoS69_3,13LoS69_3,K32,13LoS69_3,R83,13LoS69_3,I65,13LoS69_3,G39,13LoS69_3,D110,13LoS69_3,A126,13LoS69_3,L90,13LoS69_3,Z71,Genomes,Pismo Dunes Natural Preserve,35.05448,-120.62241,A. strigosus,Bradyrhizobium,78
11LoS17_10,11LoS17_10,K33,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,19AcS5.2.1,D3,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,Robert J. Bernard Biological Field Station,34.110517,-117.70845,A. strigosus,Bradyrhizobium,
11LoS20_6,11LoS20_6,K34,05LoS13_4,R2,11LoS20_6,I66,11LoS20_6,G40,11LoS20_6,D111,11LoS20_6,A127,12LoS3_5,L91,11LoS20_6,Z72,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
19AcGR302.4.1,11LoS20_6,K34,19AcGR302.4.1,R84,19AcGR302.4.1,I67,19AcGR302.4.1,G41,12LoS3_5,D112,19AcGR302.4.1,A128,19AcGR302.4.1,L92,19AcGR302.4.1,Z73,Genomes,Santa Cruz Island,34.00017,-119.7149,A. grandiflorus var. grandiflorus,Bradyrhizobium,16
11LoS20_7,11LoS20_7,K35,19AcS397Asp.3.1,R1,11LoS20_7,I68,19AcS295.3.1,G16,11LoS20_7,D113,11LoS20_7,A129,11LoS20_7,L93,11LoS20_7,Z74,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS21_2,11LoS20_7,K35,05LoS22_13,R9,11LoS20_7,I68,19AcS295.3.1,G16,12LoS1_1,D66,12LoS1_1,A84,12LoS1_1,L54,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS22_3,11LoS22_3,K36,19AcS397Asp.3.1,R1,11LoS22_3,I69,13LoS100_1,G13,11LoS22_3,D95,19AcS295.1.1,A117,11LoS22_3,L94,11LoS22_1,Z38,Hollowell,San Dimas Canyon,34.1344,-117.778867,A. strigosus,Bradyrhizobium,
05LoS3_3,05LoS3_3,K37,05LoS3_3,R4,05LoS3_3,I70,05LoS3_4,G42,12LoS5_2,D4,05LoS3_4,A130,38B,L95,38B,Z75,Hollowell,Bodega Marine Reserve,38.3193,-123.063733,A. strigosus,Bradyrhizobium,
05LoS3_4,05LoS3_3,K37,05LoS3_4,R85,05LoS3_3,I70,05LoS3_4,G42,12LoS5_2,D4,05LoS3_4,A130,38B,L95,38B,Z75,Hollowell,Bodega Marine Reserve,38.3193,-123.063733,A. strigosus,Bradyrhizobium,
38B,05LoS3_3,K37,05LoS3_4,R85,05LoS3_3,I70,05LoS3_4,G42,12LoS5_2,D4,05LoS3_4,A130,38B,L95,38B,Z75,Genomes,Bodega Marine Reserve,38.3193,-123.063733,A. strigosus,Bradyrhizobium,26
05LoS1_5,05LoS1_5,K38,05LoS16_2,R23,19AcPa174.2.1,I24,05LoS1_5,G43,12LoS5_2,D4,05LoS1_5,A131,38B,L95,05LoS1_5,Z76,Hollowell,Bodega Marine Reserve,38.3193,-123.063733,A. strigosus,Bradyrhizobium,
19AcAm184.2.1,19AcAm184.2.1,K39,05LoS16_2,R23,19AcAm184.2.1,I71,19AcPa174.2.1,G8,19AcPa178.2.1,D6,19AcPa285.2.1,A4,19AcAm184.2.1,L96,19AcPa285.2.1,Z21,Genomes,Big Creek Reserve,36.06018201,-121.554331,A. parviflorus,Bradyrhizobium,21
19AcPa178.1.1,19AcAm184.2.1,K39,05LoS16_2,R23,19AcAm184.2.1,I71,19AcPa174.2.1,G8,19AcPa178.2.1,D6,19AcPa285.2.1,A4,19AcAm188A.1.1,L6,19AcPa151A.1.1,Z5,Genomes,Big Creek Reserve,36.05631,-121.54202,A. parviflorus,Bradyrhizobium,21
19AcAm188A.1.1,19AcAm184.2.1,K39,05LoS16_2,R23,19AcPa174.2.1,I24,05LoS16R2_18,G44,19AcPa178.2.1,D6,19AcPa178.2.1,A13,19AcAm188A.1.1,L6,19AcPa151A.1.1,Z5,Genomes,Big Creek Reserve,36.06009099,-121.554333,A. parviflorus,Bradyrhizobium,21
19AcAm188.1.1,19AcAm184.2.1,K39,05LoS16_2,R23,19AcPa174.2.1,I24,05LoS16R2_18,G44,19AcPa178.2.1,D6,19AcPa178.2.1,A13,19AcAm188A.1.1,L6,19AcPa151A.1.1,Z5,Genomes,Big Creek Reserve,36.06009099,-121.554333,A. parviflorus,Bradyrhizobium,21
19AcAm42.2.1,19AcAm42.2.1,K40,19AcAm42.2.1,R86,19AcAm42.2.1,I72,19AcAm41.2.1,G45,19AcAm42.7.1,D13,19AcAM290.1.1,A12,19AcAm129.3.1,L10,19AcAm43.3.1,Z7,Genomes,McLaughlin Reserve,38.85993498,-122.409008,A. americanus,Bradyrhizobium,25
19AcAm43.1.1,19AcAm42.2.1,K40,19AcAm42.2.1,R86,19AcAm43.1.1,I73,19AcAm41.2.1,G45,19AcAm43.1.1,D114,19AcAm43.1.1,A132,19AcAm43.1.1,L97,19AcPa151A.1.1,Z5,Genomes,McLaughlin Reserve,38.85984899,-122.409001,A. americanus,Bradyrhizobium,25
19AcAm41.2.1,19AcAm42.2.1,K40,19AcAm42.2.1,R86,19AcAm43.1.1,I73,19AcAm41.2.1,G45,19AcAm43.1.1,D114,19AcAm43.1.1,A132,19AcAm43.1.1,L97,19AcPa151A.1.1,Z5,Genomes,McLaughlin Reserve,38.859937,-122.408997,A. americanus,Bradyrhizobium,25
19AcAm39.1.1,19AcAm42.2.1,K40,19AcAm42.2.1,R86,19AcAm43.1.1,I73,19AcAm41.2.1,G45,19AcAm43.1.1,D114,19AcAm43.1.1,A132,19AcAm43.1.1,L97,19AcPa151A.1.1,Z5,Genomes,McLaughlin Reserve,38.86004,-122.4089,A. americanus,Bradyrhizobium,25
19AcAm42.7.1,19AcAm42.2.1,K40,19AcAm42.2.1,R86,19AcAm42.2.1,I72,19AcAm41.2.1,G45,19AcAm42.7.1,D13,19AcAM290.1.1,A12,19AcAm129.3.1,L10,19AcAm43.3.1,Z7,Genomes,McLaughlin Reserve,38.85993498,-122.409008,A. americanus,Bradyrhizobium,25
19AcAm39.4.1,19AcAm42.2.1,K40,19AcAm42.2.1,R86,19AcAm39.4.1,I74,19AcAm41.2.1,G45,19AcPa284.3.1,D19,19AcAm39.4.1,A133,19AcAm39.7.1,L48,19AcPa151A.1.1,Z5,Genomes,McLaughlin Reserve,38.86004,-122.4089,A. americanus,Bradyrhizobium,25
19AcGLB381sp.3.1,19AcGLB381sp.3.1,K41,19AcGLB381sp.3.1,R75,19AcGLB381sp.3.1,I59,19AcGLB381sp.3.1,G46,11LoS34_5,D8,19AcGLB381sp.3.1,A134,05LoS16_8,L1,11LoS7_2,Z1,Genomes,Sedgwick,35.2548833,-120.7125333,A. glaber,Bradyrhizobium,25
19AcNV335.3.1,19AcNV335.3.1,K42,19AcNV335.3.1,R87,19AcNV335.3.1,I75,19AcNV335.2.1,G35,19AcNV336.3.1,D106,19AcNV336.3.1,A122,19AcNV332.2.1,L85,19AcNV336.3.1,Z68,Genomes,San Gorgonio Mountains,33.58357161,-116.4548346,A. niveus,Bradyrhizobium,3
19AcNV336.3.1,19AcNV335.3.1,K42,19AcNV335.3.1,R87,19AcNV335.3.1,I75,19AcNV335.2.1,G35,19AcNV336.3.1,D106,19AcNV336.3.1,A122,19AcNV332.2.1,L85,19AcNV336.3.1,Z68,Genomes,San Gorgonio Mountains,33.58357161,-116.4548346,A. niveus,Bradyrhizobium,3
19AcGLBFCO3.1.1,19AcGLBFCO3.1.1,K43,19AcGLBFCO3.1.1,R88,19AcGLBFCO3.1.1,I76,19AcGLBFCO3.1.1,G47,19AcPa177.1.1,D115,19AcGLBFCO3.1.1,A135,19AcGLBFCO3.1.1,L98,19AcGLBFCO3.1.1,Z77,Genomes,Big Creek Reserve,36.05631,-121.54202,A. glaber,Bradyrhizobium,17
19AcGLB196.3.1,19AcGLB196.3.1,K44,19AcGLB196.3.1,R89,19AcGLB196.3.1,I77,19AcGLB196.3.1,G48,19AcGLB196.3.1,D116,19AcGLB196.3.1,A136,19AcGLB196.3.1,L99,19AcGLB196.3.1,Z78,Genomes,Big Creek Reserve,36.05393,-121.54075,A. glaber,Bradyrhizobium,28
13LoS70_1,13LoS70_1,K45,13LoS70_1,R90,13LoS70_1,I78,13LoS70_1,G49,13LoS70_1,D117,13LoS70_1,A137,13LoS70_1,L100,13LoS70_1,Z79,Genomes,Pismo Dunes Natural Preserve,35.05448,-120.62241,A. strigosus,Bradyrhizobium,14
19AcS295.3.1,19AcS295.3.1,K46,19AcS295.3.1,R91,11LoS20_7,I68,19AcS295.3.1,G16,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Genomes,Santa Cruz Island,33.99984,-119.71508,A. strigosus,Bradyrhizobium,30
13LoS18_3,19AcS295.3.1,K46,13LoS18_3,R92,13LoS18_3,I79,13LoS18_3,G50,19AcD266.2.1,D73,13LoS18_3,A138,13LoS18_3,L101,13LoS18_3,Z80,Genomes,Griffith Park,34.12197,-118.309,A. strigosus,Bradyrhizobium,30
13LoS70_2,13LoS70_2,K47,13LoS70_2,R93,13LoS70_2,I80,13LoS70_2,G51,13LoS70_2,D118,13LoS70_2,A139,38B,L95,38B,Z75,Genomes,Pismo Dunes Natural Preserve,35.05448,-120.62241,A. strigosus,Bradyrhizobium,38
19AcAM304.2.1,19AcAM304.2.1,K48,19AcAM304.2.1,R94,19AcAM304.2.1,I81,19AcAM304.2.1,G52,19AcAM304.2.1,D119,19AcARN305.2.1,A97,19AcAM304.2.1,L102,19AcARN305.2.1,Z48,Genomes,Santa Cruz Island,34.00406,-119.70664,A. americanus,Bradyrhizobium,14
19AcAM304.3.1,19AcAM304.2.1,K48,19AcAM304.3.1,R95,12LoS8_1,I30,19AcAM304.3.1,G53,19AcGLB197.2.1,D120,19AcAM304.3.1,A140,19AcAM304.3.1,L103,19AcAM304.3.1,Z81,Genomes,Santa Cruz Island,34.00406,-119.70664,A. americanus,Bradyrhizobium,14
13LoS15_1,13LoS15_1,K49,13LoS15_1,R96,13LoS15_1,I82,13LoS15_1,G26,12LoS1_4,D65,12LoS3_5,A98,12LoS20_5,L53,11LoS19_4,Z35,Genomes,Griffith Park,34.12197,-118.309,A. strigosus,Bradyrhizobium,32
19AcPa173.2.1,19AcPa173.2.1,K50,05LoS3_4,R85,05LoS3_3,I70,19AcPa173.2.1,G54,19AcPa177.1.1,D115,19AcPa177.1.1,A141,19AcPa177.1.1,L104,19AcPa173.2.1,Z82,Genomes,Big Creek Reserve,36.06608396,-121.560984,A. parviflorus,Bradyrhizobium,26
13LoS104_4,19AcPa173.2.1,K50,05LoS3_4,R85,05LoS3_3,I70,19AcPa173.2.1,G54,12LoS5_2,D4,13LoS70_2,A139,13LoS104_4,L105,38B,Z75,Genomes,Guadalupe-Nipomo Dunes National Wildlife Refuge,35.00812,-120.60878,A. strigosus,Bradyrhizobium,26
13LoS16_4,13LoS16_4,K51,13LoS16_4,R97,13LoS16_4,I83,13LoS16_4,G55,13LoS16_4,D121,13LoS16_4,A142,13LoS16_4,L106,13LoS16_4,Z83,Genomes,Griffith Park,34.12197,-118.309,A. strigosus,Bradyrhizobium,29
19AcPa177.1.1,19AcPa177.1.1,K52,19AcPa177.1.1,R98,19AcPa177.1.1,I84,19AcPa173.2.1,G54,19AcPa177.1.1,D115,19AcPa177.1.1,A141,19AcPa177.1.1,L104,19AcPa177.1.1,Z84,Genomes,Big Creek Reserve,36.05631,-121.54202,A. parviflorus,Bradyrhizobium,26
19AcAM272.3.1,19AcAM272.3.1,K53,13LoS18_3,R92,19AcAM272.3.1,I85,19AcAM272.3.1,G56,19AcGLB197.2.1,D120,19AcAM304.1.1,A143,19AcAM304.1.1,L107,19AcAM272.3.1,Z85,Genomes,Santa Cruz Island,34.01139,-119.68967,A. americanus,Bradyrhizobium,30
19AcAM304.1.1,19AcAM272.3.1,K53,13LoS18_3,R92,19AcAM304.1.1,I86,19AcAM272.3.1,G56,19AcGLB197.2.1,D120,19AcAM304.1.1,A143,19AcAM304.1.1,L107,19AcAM304.1.1,Z86,Genomes,Santa Cruz Island,34.00406,-119.70664,A. americanus,Bradyrhizobium,30
19AcAM288.2.1,19AcAM272.3.1,K53,13LoS18_3,R92,19AcAM272.3.1,I85,19AcAM272.3.1,G56,19AcGLB197.2.1,D120,19AcAM304.1.1,A143,19AcAM304.1.1,L107,19AcAM304.1.1,Z86,Genomes,Santa Cruz Island,33.99768,-119.72742,A. americanus,Bradyrhizobium,30
19AcAM288.1.1,19AcAM272.3.1,K53,13LoS18_3,R92,19AcAM304.1.1,I86,19AcAM272.3.1,G56,19AcGLB197.2.1,D120,19AcAM304.1.1,A143,19AcAM304.1.1,L107,19AcAM304.1.1,Z86,Genomes,Santa Cruz Island,33.99768,-119.72742,A. americanus,Bradyrhizobium,30
19AcAM272.1.1,19AcAM272.3.1,K53,13LoS18_3,R92,19AcAM272.3.1,I85,19AcAM272.3.1,G56,19AcGLB197.2.1,D120,19AcAM304.1.1,A143,19AcAM304.1.1,L107,19AcAM272.3.1,Z85,Genomes,Santa Cruz Island,34.01139,-119.68967,A. americanus,Bradyrhizobium,30
19AcAm187A.2.1,19AcAm187A.2.1,K54,19AcAm187A.2.1,R99,19AcAm187A.2.1,I87,19AcAm187A.2.1,G57,19AcAm187A.2.1,D122,19AcAm187A.2.1,A144,19AcAm187A.2.1,L108,19AcAm187A.2.1,Z87,Genomes,Big Creek Reserve,36.06012996,-121.554417,A. parviflorus,Bradyrhizobium,19
19AcPa173.1.1,19AcPa173.1.1,K55,19AcPa173.1.1,R100,19AcGLBFCO3.1.1,I76,19AcPa173.1.1,G58,19AcPa173.1.1,D123,19AcPa173.1.1,A145,19AcPa173.1.1,L109,19AcPa173.1.1,Z88,Genomes,Big Creek Reserve,36.06608396,-121.560984,A. parviflorus,Bradyrhizobium,17
19AcGLB197.2.1,19AcGLB197.2.1,K56,19AcGLB197.2.1,R101,19AcGLB197.2.1,I88,19AcGLB197.2.1,G59,19AcGLB197.2.1,D120,19AcARN305.2.1,A97,19AcGLB197.2.1,L110,19AcGLB197.2.1,Z89,Genomes,Big Creek Reserve,36.05393,-121.54078,A. glaber,Bradyrhizobium,41
19AcS213.4.1,19AcS213.4.1,K57,19AcS213.4.1,R102,19AcS213.4.1,I89,19AcS213.4.1,G60,19AcS213.4.1,D124,19AcS213.4.1,A146,19AcS213.4.1,L111,19AcS213.4.1,Z90,Genomes,Sedgwick,34.69150499,-120.049334,A. strigosus,Bradyrhizobium,60
12LoS3_4,12LoS3_4,K58,19AcS397Asp.3.1,R1,12LoS3_4,I90,12LoS3_4,G61,12LoS3_4,D125,12LoS16_1,A94,12LoS3_4,L112,12LoS3_4,Z91,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS3_6,12LoS3_4,K58,19AcS397Asp.3.1,R1,12LoS3_4,I90,12LoS3_4,G61,12LoS3_4,D125,12LoS3_6,A147,12LoS3_4,L112,12LoS3_4,Z91,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS3_5,12LoS3_5,K59,05LoS13_4,R2,12LoS3_5,I91,12LoS3_5,G62,12LoS3_5,D112,12LoS3_5,A98,12LoS3_5,L91,12LoS3_5,Z92,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS3_8,12LoS3_8,K60,19AcS397Asp.3.1,R1,12LoS3_8,I92,12LoS3_8,G63,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS16_3,12LoS16_3,K61,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS16_3,D126,12LoS16_3,A148,19AcGR302.5.1,L63,12LoS16_3,Z93,Hollowell,Robert J. Bernard Biological Field Station,34.11039,-117.70799,A. strigosus,Bradyrhizobium,
12LoS16_4,12LoS16_4,K62,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS16_3,D126,12LoS16_3,A148,19AcGR302.5.1,L63,12LoS16_3,Z93,Hollowell,Robert J. Bernard Biological Field Station,34.11039,-117.70799,A. strigosus,Bradyrhizobium,
12LoS17_4,12LoS17_4,K63,11LoS34_2,R10,11LoS27_2,I32,11LoS11_2,G18,12LoS17_4,D127,12LoS17_1,A93,19AcGR302.5.1,L63,11LoS17_1,Z43,Hollowell,Robert J. Bernard Biological Field Station,34.11039,-117.70799,A. strigosus,Bradyrhizobium,
