Strain,X,dnaK_similarity,dnaK_coded,recA_similarity,recA_coded,ITS_similarity,ITS_coded,glnII_similarity,glnII_coded,nifD_similarity,nifD_coded,nodA_similarity,nodA_coded,nodL_similarity,nodL_coded,nodZ_similarity,nodZ_coded,Source,Site,Latitude,Longitude,Host,Rhizobial_lineage,ANI_species,CHR_haplotype,SYM_haplotype,Genome_haplotype,CHR.clade
11LoS22_4,281,11LoS22_4,K3,05LoS20_2,R5,11LoS22_4,I27,13LoS100_1,G13,12LoS1_4,D65,11LoS22_4,A83,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K3_R5_I27_G13,D65_A83_L53_Z35,K3_R5_I27_G13_D65_A83_L53_Z35,B. yuanmingense
11LoS22_5,298,11LoS22_5,K4,05LoS2_3,R14,12LoS8_1,I30,19AcS295.3.1,G16,12LoS8_1,D29,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K4_R14_I30_G16,D29_A9_L1_Z1,K4_R14_I30_G16_D29_A9_L1_Z1,B. yuanmingense
11LoS23_1,46,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS23_1,D26,11LoS23_1,A29,05LoS20_8,L8,11LoS6_3,Z3,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D26_A29_L8_Z3,K1_R1_I1_G1_D26_A29_L8_Z3,B. canariense
11LoS23_10,50,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,11LoS23_10,D28,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K1_R1_I3_G1,D28_A1_L1_Z1,K1_R1_I3_G1_D28_A1_L1_Z1,B. canariense
11LoS23_2,302,11LoS23_2,K5,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS17_8,G2,19AcARN282.3.1,D9,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K5_R1_I1_G2,D9_A1_L1_Z1,K5_R1_I1_G2_D9_A1_L1_Z1,B. canariense
11LoS23_4,303,11LoS23_4,K6,05LoS7_9,R3,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS17_1,A93,19AcGR302.5.1,L63,11LoS17_1,Z43,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K6_R3_I31_G18,D74_A93_L63_Z43,K6_R3_I31_G18_D74_A93_L63_Z43,B. japonicum
11LoS23_7,47,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS23_1,D26,11LoS23_1,A29,05LoS20_8,L8,11LoS6_3,Z3,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D26_A29_L8_Z3,K1_R1_I1_G1_D26_A29_L8_Z3,B. canariense
11LoS23_8,48,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS23_8,D27,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D27_A1_L1_Z1,K1_R1_I1_G1_D27_A1_L1_Z1,B. canariense
11LoS23_9,49,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS23_1,D26,11LoS23_1,A29,05LoS20_8,L8,11LoS6_3,Z3,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D26_A29_L8_Z3,K1_R1_I1_G1_D26_A29_L8_Z3,B. canariense
11LoS24_1,51,19AcHe316.1.1,K1,11LoS24_1,R6,11LoS24_1,I1,11LoS6_3,G1,11LoS23_8,D27,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K1_R6_I1_G1,D27_A1_L1_Z1,K1_R6_I1_G1_D27_A1_L1_Z1,B. canariense
11LoS25_1,304,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS7_2,Z1,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K6_R1_I31_G18,D74_A94_L63_Z1,K6_R1_I31_G18_D74_A94_L63_Z1,B. japonicum
11LoS25_2,52,19AcHe316.1.1,K1,11LoS25_2,R7,11LoS24_1,I1,11LoS6_3,G1,11LoS23_8,D27,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K1_R7_I1_G1,D27_A1_L1_Z1,K1_R7_I1_G1_D27_A1_L1_Z1,B. canariense
11LoS26_1,53,19AcHe316.1.1,K1,11LoS24_1,R6,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,19AcGLB10.1.1,A1,11LoS26_1,L18,11LoS7_2,Z1,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K1_R6_I1_G1,D3_A1_L18_Z1,K1_R6_I1_G1_D3_A1_L18_Z1,B. canariense
11LoS27_1,54,19AcHe316.1.1,K1,11LoS24_1,R6,11LoS24_1,I1,11LoS6_3,G1,11LoS28_4,D23,19AcARN282.3.1,A21,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R6_I1_G1,D23_A21_L1_Z3,K1_R6_I1_G1_D23_A21_L1_Z3,B. canariense
11LoS27_2,305,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS27_2,I32,11LoS11_2,G18,11LoS27_2,D75,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS29_1,Z44,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K6_R1_I32_G18,D75_A94_L63_Z44,K6_R1_I32_G18_D75_A94_L63_Z44,B. japonicum
11LoS27_3,55,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS28_4,D23,19AcARN282.3.1,A21,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D23_A21_L1_Z3,K1_R1_I1_G1_D23_A21_L1_Z3,B. canariense
11LoS28_2,56,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS28_4,D23,19AcARN282.3.1,A21,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D23_A21_L1_Z3,K1_R1_I1_G1_D23_A21_L1_Z3,B. canariense
11LoS28_4,31,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS31_3,I7,11LoS6_3,G1,11LoS28_4,D23,19AcARN282.3.1,A21,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R1_I7_G1,D23_A21_L1_Z3,K1_R1_I7_G1_D23_A21_L1_Z3,B. sp. novel I
11LoS28_6,157,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS28_6,D50,11LoS28_6,A56,05LoS16_8,L1,11LoS28_6,Z20,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D50_A56_L1_Z20,K1_R1_I1_G1_D50_A56_L1_Z20,B. canariense
11LoS28_7,57,19AcHe316.1.1,K1,11LoS28_7,R8,11LoS24_1,I1,11LoS6_3,G1,12LoS8_1,D29,19AcARN282.3.1,A21,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R8_I1_G1,D29_A21_L1_Z3,K1_R8_I1_G1_D29_A21_L1_Z3,B. canariense
11LoS29_1,312,11LoS23_4,K6,19AcGR302.2.1,R52,11LoS27_2,I32,11LoS11_2,G18,11LoS29_1,D78,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS29_1,Z44,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K6_R52_I32_G18,D78_A94_L63_Z44,K6_R52_I32_G18_D78_A94_L63_Z44,B. japonicum
11LoS29_10,61,19AcHe316.1.1,K1,11LoS24_1,R6,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,11LoS29_10,A30,05LoS16_8,L1,11LoS29_10,Z12,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R6_I1_G1,D8_A30_L1_Z12,K1_R6_I1_G1_D8_A30_L1_Z12,B. canariense
11LoS29_7,58,19AcHe316.1.1,K1,05LoS22_13,R9,11LoS24_1,I1,11LoS6_3,G1,11LoS28_4,D23,19AcARN282.3.1,A21,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R9_I1_G1,D23_A21_L1_Z3,K1_R9_I1_G1_D23_A21_L1_Z3,B. canariense
11LoS29_8,59,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS28_4,D23,19AcARN282.3.1,A21,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D23_A21_L1_Z3,K1_R1_I1_G1_D23_A21_L1_Z3,B. canariense
11LoS29_9,60,19AcHe316.1.1,K1,11LoS24_1,R6,11LoS24_1,I1,11LoS6_3,G1,11LoS28_4,D23,19AcARN282.3.1,A21,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R6_I1_G1,D23_A21_L1_Z3,K1_R6_I1_G1_D23_A21_L1_Z3,B. canariense
11LoS30_2,62,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,19AcS5.2.1,D3,19AcS398Asp.1.1,A2,05LoS16_8,L1,11LoS30_2,Z9,Hollowell,CLA,34.110517,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R1_I3_G1,D3_A2_L1_Z9,K1_R1_I3_G1_D3_A2_L1_Z9,B. canariense
11LoS31_1,348,11LoS31_3,K7,09LoS36_4,R58,11LoS31_3,I7,11LoS33_4,G19,19AcD280.1.1,D86,12LoS21_4,A89,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,ANZ,33.2713,-116.4194,A. strigosus,Bradyrhizobium,NA,K7_R58_I7_G19,D86_A89_L65_Z39,K7_R58_I7_G19_D86_A89_L65_Z39,B. sp. novel I
11LoS31_2,359,11LoS31_4,K8,11LoS31_4,R60,11LoS31_4,I41,11LoS31_2,G21,19AcGLB197.1.1,D70,19AcS308.1.1,A105,11LoS31_2,L74,CW17,Z54,Hollowell,ANZ,33.2713,-116.4194,A. strigosus,Bradyrhizobium,NA,K8_R60_I41_G21,D70_A105_L74_Z54,K8_R60_I41_G21_D70_A105_L74_Z54,B. sp. novel I
11LoS31_3,331,11LoS31_3,K7,05LoS22_13,R9,11LoS31_3,I7,11LoS33_4,G19,19AcGLB197.1.1,D70,12LoS21_4,A89,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,ANZ,33.2713,-116.4194,A. strigosus,Bradyrhizobium,NA,K7_R9_I7_G19,D70_A89_L65_Z39,K7_R9_I7_G19_D70_A89_L65_Z39,B. sp. novel I
11LoS31_4,356,11LoS31_4,K8,11LoS31_4,R60,11LoS31_4,I41,11LoS31_2,G21,19AcGLB197.1.1,D70,19AcS308.1.1,A105,11LoS31_2,L74,CW17,Z54,Hollowell,ANZ,33.2713,-116.4194,A. strigosus,Bradyrhizobium,NA,K8_R60_I41_G21,D70_A105_L74_Z54,K8_R60_I41_G21_D70_A105_L74_Z54,B. sp. novel I
11LoS31_5,360,11LoS31_5,K9,11LoS31_5,R63,11LoS31_5,I43,11LoS31_5,G23,11LoS31_5,D92,11LoS31_5,A111,11LoS31_5,L76,11LoS31_5,Z61,Hollowell,ANZ,33.2713,-116.4194,A. strigosus,Bradyrhizobium,NA,K9_R63_I43_G23,D92_A111_L76_Z61,K9_R63_I43_G23_D92_A111_L76_Z61,B. japonicum
11LoS31_6,361,11LoS31_6,K10,05LoS22_13,R9,11LoS31_6,I44,11LoS22_2,G24,19AcD280.1.1,D86,12LoS21_4,A89,19AcD281.3.1,L61,12LoS7_1,Z62,Hollowell,ANZ,33.2713,-116.4194,A. strigosus,Bradyrhizobium,NA,K10_R9_I44_G24,D86_A89_L61_Z62,K10_R9_I44_G24_D86_A89_L61_Z62,B. sp. novel I
11LoS32_1,451,11LoS32_1,K29,05LoS22_13,R9,11LoS33_2,I38,09LoS36_4,G20,11LoS32_1,D108,11LoS32_1,A123,19AcD298.3.1,L71,19AcD280.1.1,Z39,Hollowell,ANZ,33.2713,-116.4194,A. strigosus,Bradyrhizobium,NA,K29_R9_I38_G20,D108_A123_L71_Z39,K29_R9_I38_G20_D108_A123_L71_Z39,B. sp. novel I
11LoS32_2,332,11LoS31_3,K7,05LoS22_13,R9,11LoS33_2,I38,09LoS36_4,G20,11LoS32_2,D85,11LoS32_2,A100,19AcD281.3.1,L61,19AcD280.1.1,Z39,Hollowell,ANZ,33.2713,-116.4194,A. strigosus,Bradyrhizobium,NA,K7_R9_I38_G20,D85_A100_L61_Z39,K7_R9_I38_G20_D85_A100_L61_Z39,B. sp. novel I
11LoS32_3,333,11LoS31_3,K7,05LoS22_13,R9,11LoS33_2,I38,11LoS33_4,G19,19AcD280.1.1,D86,12LoS21_4,A89,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,ANZ,33.2713,-116.4194,A. strigosus,Bradyrhizobium,NA,K7_R9_I38_G19,D86_A89_L65_Z39,K7_R9_I38_G19_D86_A89_L65_Z39,B. sp. novel I
11LoS33_1,344,11LoS31_3,K7,19AcARN282.1.1,R59,11LoS33_2,I38,09LoS36_4,G20,CW17,D87,12LoS21_4,A89,CW17,L66,CW17,Z54,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K7_R59_I38_G20,D87_A89_L66_Z54,K7_R59_I38_G20_D87_A89_L66_Z54,B. sp. novel I
11LoS33_2,334,11LoS31_3,K7,05LoS2_3,R14,11LoS33_2,I38,09LoS36_4,G20,19AcD280.1.1,D86,12LoS21_13,A101,13LoS14_2,L65,11LoS33_2,Z53,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K7_R14_I38_G20,D86_A101_L65_Z53,K7_R14_I38_G20_D86_A101_L65_Z53,B. sp. novel I
11LoS33_3,335,11LoS31_3,K7,19AcS397Asp.3.1,R1,11LoS33_2,I38,09LoS36_4,G20,CW17,D87,12LoS21_4,A89,CW17,L66,CW17,Z54,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K7_R1_I38_G20,D87_A89_L66_Z54,K7_R1_I38_G20_D87_A89_L66_Z54,B. sp. novel I
11LoS33_4,346,11LoS31_3,K7,09LoS36_4,R58,11LoS33_2,I38,11LoS33_4,G19,19AcD280.1.1,D86,19AcD281.3.1,A91,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K7_R58_I38_G19,D86_A91_L65_Z39,K7_R58_I38_G19_D86_A91_L65_Z39,B. sp. novel I
11LoS33_5,352,11LoS31_3,K7,19AcARN282.1.1,R59,11LoS34_4,I5,09LoS36_4,G20,19AcD280.1.1,D86,12LoS21_13,A101,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K7_R59_I5_G20,D86_A101_L65_Z39,K7_R59_I5_G20_D86_A101_L65_Z39,B. canariense
11LoS34_1,336,11LoS31_3,K7,19AcS397Asp.3.1,R1,11LoS33_2,I38,09LoS36_4,G20,CW17,D87,12LoS21_4,A89,CW17,L66,CW17,Z54,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K7_R1_I38_G20,D87_A89_L66_Z54,K7_R1_I38_G20_D87_A89_L66_Z54,B. sp. novel I
11LoS34_10,364,11LoS34_10,K11,11LoS34_2,R10,11LoS34_4,I5,11LoS6_3,G1,11LoS34_6,D31,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K11_R10_I5_G1,D31_A9_L7_Z1,K11_R10_I5_G1_D31_A9_L7_Z1,B. canariense
11LoS34_2,63,19AcHe316.1.1,K1,11LoS34_2,R10,11LoS23_10,I3,11LoS6_3,G1,11LoS34_2,D30,11LoS34_2,A31,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K1_R10_I3_G1,D30_A31_L1_Z1,K1_R10_I3_G1_D30_A31_L1_Z1,B. canariense
11LoS34_3,64,19AcHe316.1.1,K1,11LoS34_3,R11,11LoS23_10,I3,11LoS6_3,G1,11LoS34_2,D30,11LoS34_3,A32,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K1_R11_I3_G1,D30_A32_L1_Z1,K1_R11_I3_G1_D30_A32_L1_Z1,B. canariense
11LoS34_4,65,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS34_4,I5,11LoS6_3,G1,11LoS34_5,D8,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K1_R1_I5_G1,D8_A1_L1_Z1,K1_R1_I5_G1_D8_A1_L1_Z1,B. canariense
11LoS34_5,66,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS34_4,I5,11LoS6_3,G1,11LoS34_5,D8,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K1_R1_I5_G1,D8_A1_L1_Z1,K1_R1_I5_G1_D8_A1_L1_Z1,B. canariense
11LoS34_6,67,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS34_4,I5,11LoS6_3,G1,11LoS34_6,D31,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K1_R1_I5_G1,D31_A9_L7_Z1,K1_R1_I5_G1_D31_A9_L7_Z1,B. canariense
11LoS34_7,68,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS34_4,I5,11LoS6_3,G1,11LoS34_6,D31,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K1_R1_I5_G1,D31_A9_L7_Z1,K1_R1_I5_G1_D31_A9_L7_Z1,B. canariense
11LoS34_8,69,19AcHe316.1.1,K1,05LoS7_9,R3,11LoS34_4,I5,11LoS6_3,G1,11LoS34_6,D31,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K1_R3_I5_G1,D31_A9_L7_Z1,K1_R3_I5_G1_D31_A9_L7_Z1,B. canariense
11LoS34_9,70,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS34_4,I5,11LoS6_3,G1,11LoS34_6,D31,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,YUC,34.15315,-116.475117,A. strigosus,Bradyrhizobium,NA,K1_R1_I5_G1,D31_A9_L7_Z1,K1_R1_I5_G1_D31_A9_L7_Z1,B. canariense
11LoS6_1,299,11LoS22_5,K4,19AcS397Asp.3.1,R1,12LoS8_1,I30,11LoS10_1,G17,12LoS8_1,D29,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.163833,-117.76915,A. strigosus,Bradyrhizobium,NA,K4_R1_I30_G17,D29_A9_L1_Z1,K4_R1_I30_G17_D29_A9_L1_Z1,B. sp. novel II
11LoS6_2,378,11LoS6_2,K14,19AcS397Asp.3.1,R1,11LoS6_2,I50,11LoS6_2,G27,11LoS6_2,D94,11LoS6_2,A116,11LoS6_2,L78,11LoS6_2,Z64,Hollowell,SDM,34.163833,-117.76915,A. strigosus,Bradyrhizobium,NA,K14_R1_I50_G27,D94_A116_L78_Z64,K14_R1_I50_G27_D94_A116_L78_Z64,B. japonicum
11LoS6_3,96,19AcHe316.1.1,K1,11LoS6_3,R18,11LoS24_1,I1,11LoS6_3,G1,11LoS6_3,D1,11LoS6_3,A44,11LoS6_3,L22,11LoS6_3,Z3,Hollowell,SDM,34.163833,-117.76915,A. strigosus,Bradyrhizobium,NA,K1_R18_I1_G1,D1_A44_L22_Z3,K1_R18_I1_G1_D1_A44_L22_Z3,B. canariense
11LoS7_1,97,19AcHe316.1.1,K1,11LoS34_2,R10,11LoS24_1,I1,11LoS6_3,G1,11LoS7_1,D39,11LoS7_1,A45,11LoS7_1,L23,11LoS7_1,Z15,Hollowell,SDM,34.163833,-117.76915,A. strigosus,Bradyrhizobium,NA,K1_R10_I1_G1,D39_A45_L23_Z15,K1_R10_I1_G1_D39_A45_L23_Z15,B. canariense
11LoS7_2,98,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.163833,-117.76915,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D8_A1_L1_Z1,K1_R1_I1_G1_D8_A1_L1_Z1,B. canariense
11LoS7_3,99,19AcHe316.1.1,K1,09LoS35_3,R17,11LoS24_1,I1,11LoS6_3,G1,12LoS15_2,D12,19AcS307.1.1,A23,05LoS22_6,L4,11LoS7_3,Z16,Hollowell,SDM,34.163833,-117.76915,A. strigosus,Bradyrhizobium,NA,K1_R17_I1_G1,D12_A23_L4_Z16,K1_R17_I1_G1_D12_A23_L4_Z16,B. canariense
11LoS7_4,100,19AcHe316.1.1,K1,09LoS35_3,R17,11LoS24_1,I1,11LoS6_3,G1,11LoS7_4,D40,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.163833,-117.76915,A. strigosus,Bradyrhizobium,NA,K1_R17_I1_G1,D40_A1_L1_Z1,K1_R17_I1_G1_D40_A1_L1_Z1,B. canariense
11LoS8_1,12,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS34_4,I5,11LoS6_3,G1,11LoS8_1,D11,11LoS8_1,A8,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,SDM,34.163833,-117.76915,A. strigosus,Bradyrhizobium,NA,K1_R1_I5_G1,D11_A8_L1_Z3,K1_R1_I5_G1_D11_A8_L1_Z3,B. canariense
12LoS1_1,282,11LoS22_4,K3,11LoS28_7,R8,12LoS1_1,I28,11LoS19_4,G14,12LoS1_1,D66,12LoS1_1,A84,12LoS1_1,L54,12LoS1_1,Z36,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K3_R8_I28_G14,D66_A84_L54_Z36,K3_R8_I28_G14_D66_A84_L54_Z36,B. yuanmingense
12LoS1_2,283,11LoS22_4,K3,12LoS1_2,R48,12LoS1_1,I28,12LoS1_2,G15,12LoS1_2,D67,12LoS1_2,A85,12LoS1_2,L55,12LoS1_2,Z37,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K3_R48_I28_G15,D67_A85_L55_Z37,K3_R48_I28_G15_D67_A85_L55_Z37,B. yuanmingense
12LoS1_3,362,11LoS31_6,K10,11LoS24_1,R6,12LoS1_3,I45,11LoS22_2,G24,CW17,D87,12LoS21_4,A89,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K10_R6_I45_G24,D87_A89_L65_Z39,K10_R6_I45_G24_D87_A89_L65_Z39,B. sp. novel I
12LoS1_4,284,11LoS22_4,K3,19AcS397Asp.3.1,R1,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS1_4,L56,11LoS19_4,Z35,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K3_R1_I28_G14,D65_A86_L56_Z35,K3_R1_I28_G14_D65_A86_L56_Z35,B. yuanmingense
12LoS10_1,372,11LoS34_10,K11,11LoS21_1,R29,11LoS24_1,I1,11LoS6_3,G1,12LoS5_2,D4,12LoS10_1,A79,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K11_R29_I1_G1,D4_A79_L1_Z1,K11_R29_I1_G1_D4_A79_L1_Z1,B. canariense
12LoS11_1,262,19AcHe316.1.1,K1,12LoS11_1,R42,11LoS23_10,I3,11LoS6_3,G1,12LoS5_1,D60,12LoS18_1,A9,05LoS16_8,L1,12LoS11_1,Z32,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K1_R42_I3_G1,D60_A9_L1_Z32,K1_R42_I3_G1_D60_A9_L1_Z32,B. canariense
12LoS12_1,263,19AcHe316.1.1,K1,12LoS12_1,R43,11LoS23_10,I3,11LoS6_3,G1,12LoS5_1,D60,12LoS18_1,A9,05LoS16_8,L1,12LoS11_1,Z32,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K1_R43_I3_G1,D60_A9_L1_Z32,K1_R43_I3_G1_D60_A9_L1_Z32,B. canariense
12LoS13_1,264,19AcHe316.1.1,K1,11LoS24_1,R6,12LoS13_1,I22,11LoS6_3,G1,12LoS13_1,D36,19AcGLB10.1.1,A1,12LoS13_1,L51,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K1_R6_I22_G1,D36_A1_L51_Z1,K1_R6_I22_G1_D36_A1_L51_Z1,B. canariense
12LoS13_2,265,19AcHe316.1.1,K1,11LoS24_1,R6,11LoS24_1,I1,11LoS6_3,G1,12LoS13_2,D61,19AcGLB10.1.1,A1,12LoS13_1,L51,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K1_R6_I1_G1,D61_A1_L51_Z1,K1_R6_I1_G1_D61_A1_L51_Z1,B. canariense
12LoS14_1,266,19AcHe316.1.1,K1,12LoS14_1,R44,11LoS24_1,I1,11LoS6_3,G1,12LoS5_2,D4,12LoS10_1,A79,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K1_R44_I1_G1,D4_A79_L1_Z1,K1_R44_I1_G1_D4_A79_L1_Z1,B. canariense
